year,country,perc_cob,viv_ocup,viv_ocup_elec,deficit_viv,pob,hab_per_viv,rate_of_cov,pob_acceso,pob_no_acceso,perc_no_cob
1988,chile,87.18,2753068.0,2400249.0,352819.0,12513705.0,4.55,1.21,10910013.0,1603692.0,12.82
1989,chile,88.27,2835917.0,2503385.0,332532.0,12717354.0,4.48,1.09,11226151.0,1491203.0,11.73
1990,chile,89.23,2920738.0,2606140.0,314598.0,12924316.0,4.43,0.96,11532214.0,1392102.0,10.77
1991,chile,90.04,3007612.0,2708139.0,299473.0,13134647.0,4.37,0.81,11826808.0,1307839.0,9.96
1992,chile,90.24,3101156.0,2798527.0,302629.0,13348401.0,4.3,0.2,12045786.0,1302615.0,9.76
1993,chile,90.73,3179191.0,2884371.0,294820.0,13515473.0,4.25,0.49,12262125.0,1253348.0,9.27
1994,chile,91.21,3259190.0,2972848.0,286342.0,13684637.0,4.2,0.48,12482349.0,1202288.0,8.79
1995,chile,91.7,3341202.0,3064039.0,277163.0,13855917.0,4.15,0.49,12706526.0,1149391.0,8.3
1996,chile,92.2,3425278.0,3158027.0,267251.0,14029342.0,4.1,0.5,12934728.0,1094614.0,7.8
1997,chile,92.69,3511469.0,3254898.0,256571.0,14204937.0,4.05,0.49,13167031.0,1037906.0,7.31
1998,chile,93.19,3599829.0,3354741.0,245088.0,14382730.0,4.0,0.5,13403507.0,979223.0,6.81
1999,chile,93.69,3690413.0,3457647.0,232766.0,14562748.0,3.95,0.5,13644230.0,918518.0,6.31
2000,chile,94.2,3783276.0,3563709.0,219567.0,14745020.0,3.9,0.51,13889275.0,855745.0,5.8
2001,chile,94.7,3878476.0,3673024.0,205452.0,14929572.0,3.85,0.5,14138717.0,790855.0,5.3
2002,chile,95.21,3976071.0,3785693.0,190378.0,15116435.0,3.8,0.51,14392646.0,723789.0,4.79
2003,chile,95.35,4059053.0,3870287.0,188766.0,15273162.0,3.76,0.14,14562885.0,710277.0,4.65
2004,chile,95.39,4149235.0,3957996.0,191239.0,15431513.0,3.72,0.04,14720272.0,711241.0,4.61
2005,chile,95.77,4240738.0,4061310.0,179428.0,15591506.0,3.68,0.38,14931821.0,659685.0,4.23
2006,chile,96.37,4333486.0,4176060.0,157426.0,15753158.0,3.64,0.6,15180880.0,572278.0,3.63
2007,chile,97.04,4427406.0,4296519.0,130887.0,15916486.0,3.59,0.67,15445948.0,470538.0,2.96
2008,chile,97.64,4522438.0,4415598.0,106840.0,16081508.0,3.56,0.6,15701592.0,379916.0,2.36
2009,chile,97.99,4618547.0,4525574.0,92973.0,16248240.0,3.52,0.35,15921157.0,327083.0,2.01
2010,chile,98.0,4715744.0,4621657.0,94087.0,16416701.0,3.48,0.01,16089160.0,327541.0,2.0
2011,chile,98.01,4972126.0,4873181.0,98945.0,17303000.0,3.48,0.01,16958671.0,344329.0,1.99
2012,chile,98.02,5080492.0,4979898.0,100594.0,17462000.0,3.44,0.01,17116252.0,345748.0,1.98
2013,chile,98.02,5081000.0,4980396.0,100604.0,17463746.0,3.44,0.0,17117964.0,345782.0,1.98
2014,chile,99.22,5081000.0,5041368.0,39632.0,17463746.0,3.44,1.2,17327529.0,136217.0,0.78
2015,chile,99.65,5217483.0,5199221.0,18261.0,17948140.0,3.44,0.43,17885322.0,62818.0,0.35
1970,colombia,51.1,3421856.0,1747931.0,1673925.0,20391613.0,5.96,,10416316.0,9975297.0,48.92
1971,colombia,51.2,3561921.0,1822382.0,1739539.0,20926159.0,5.87,0.08,10706429.0,10219730.0,48.84
1972,colombia,52.0,3707719.0,1928372.0,1779347.0,21474718.0,5.79,0.85,11168928.0,10305790.0,47.99
1973,colombia,52.3,3859485.0,2019282.0,1840203.0,22037657.0,5.71,0.31,11530099.0,10507558.0,47.68
1974,colombia,54.1,4017463.0,2173524.0,1843939.0,22615353.0,5.63,1.78,12235337.0,10380016.0,45.9
1975,colombia,55.9,4181907.0,2339548.0,1842359.0,23208192.0,5.55,1.84,12983713.0,10224479.0,44.06
1976,colombia,57.9,4353083.0,2518253.0,1834830.0,23816572.0,5.47,1.91,13777857.0,10038715.0,42.15
1977,colombia,59.8,4531265.0,2710609.0,1820656.0,24440900.0,5.39,1.97,14620580.0,9820320.0,40.18
1978,colombia,61.9,4716741.0,2917658.0,1799083.0,25081595.0,5.32,2.04,15514847.0,9566748.0,38.14
1979,colombia,64.0,4909808.0,3140522.0,1769286.0,25739084.0,5.24,2.1,16463813.0,9275271.0,36.04
1980,colombia,66.1,5110779.0,3380409.0,1730370.0,26413809.0,5.17,2.18,17470816.0,8942993.0,33.86
1981,colombia,68.4,5319975.0,3638620.0,1681355.0,27106221.0,5.1,2.26,18539418.0,8566803.0,31.6
1982,colombia,70.7,5537735.0,3916554.0,1621181.0,27816784.0,5.02,2.32,19673375.0,8143409.0,29.28
1983,colombia,73.1,5764408.0,4215718.0,1548690.0,28545974.0,4.95,2.41,20876693.0,7669281.0,26.87
1984,colombia,75.6,6000359.0,4537734.0,1462625.0,29294279.0,4.88,2.49,22153615.0,7140664.0,24.38
1985,colombia,78.2,6245968.0,4884347.0,1361621.0,30062200.0,4.81,2.58,23508641.0,6553559.0,21.8
1986,colombia,79.1,6475317.0,5122672.0,1352645.0,30896564.0,4.77,0.91,24442504.0,6454060.0,20.89
1987,colombia,80.0,6713087.0,5372625.0,1340462.0,31754086.0,4.73,0.92,25413464.0,6340622.0,19.97
1988,colombia,81.0,6959588.0,5634774.0,1324814.0,32635408.0,4.69,0.93,26422993.0,6212415.0,19.04
1989,colombia,81.9,7215141.0,5909715.0,1305426.0,33541190.0,4.65,0.95,27472626.0,6068564.0,18.09
1990,colombia,82.9,7480077.0,6198070.0,1282007.0,34472112.0,4.61,0.95,28563952.0,5908160.0,17.14
1991,colombia,83.8,7754741.0,6500496.0,1254245.0,35428872.0,4.57,0.97,29698637.0,5730235.0,16.17
1992,colombia,84.8,8039491.0,6817678.0,1221813.0,36412186.0,4.53,0.97,30878393.0,5533793.0,15.2
1993,colombia,85.8,8334697.0,7150337.0,1184360.0,37422791.0,4.49,0.99,32105014.0,5317777.0,14.21
1994,colombia,86.4,8473603.0,7322478.0,1151125.0,37850357.0,4.47,0.63,32708448.0,5141909.0,13.58
1995,colombia,87.0,8614824.0,7498763.0,1116061.0,38282807.0,4.44,0.62,33323222.0,4959585.0,12.96
1996,colombia,87.7,8758399.0,7679292.0,1079107.0,38720199.0,4.42,0.64,33949551.0,4770648.0,12.32
1997,colombia,88.3,8904366.0,7864167.0,1040199.0,39162588.0,4.4,0.64,34587654.0,4574934.0,11.68
1998,colombia,89.0,9052766.0,8053493.0,999273.0,39610031.0,4.38,0.64,35237750.0,4372281.0,11.04
1999,colombia,89.6,9203639.0,8247377.0,956262.0,40062586.0,4.35,0.65,35900066.0,4162520.0,10.39
2000,colombia,90.3,9357027.0,8445929.0,911098.0,40520312.0,4.33,0.65,36574831.0,3945481.0,9.74
2001,colombia,90.9,9512971.0,8649260.0,863711.0,40983268.0,4.31,0.66,37262275.0,3720993.0,9.08
2002,colombia,91.6,9671514.0,8857487.0,814027.0,41451513.0,4.29,0.66,37962643.0,3488870.0,8.42
2003,colombia,92.3,9832699.0,9070727.0,761972.0,41925108.0,4.26,0.67,38676177.0,3248931.0,7.75
2004,colombia,92.9,9996571.0,9289100.0,707471.0,42404113.0,4.24,0.67,39403116.0,3000997.0,7.08
2005,colombia,93.6,10163173.0,9512730.0,650443.0,42888592.0,4.22,0.68,40143722.0,2744870.0,6.4
2006,colombia,94.3,10323773.0,9733145.0,590628.0,43341746.0,4.2,0.68,40862144.0,2479602.0,5.72
2007,colombia,94.8,10486910.0,9944870.0,542040.0,43799688.0,4.18,0.55,41535801.0,2263887.0,5.17
2008,colombia,95.2,10652625.0,10140962.0,511663.0,44262468.0,4.16,0.37,42136469.0,2125999.0,4.8
2009,colombia,95.4,10820959.0,10321610.0,499349.0,44730139.0,4.13,0.19,42666001.0,2064138.0,4.61
2010,colombia,95.4,10991953.0,10487214.0,504739.0,45202750.0,4.11,0.02,43127087.0,2075663.0,4.59
2011,colombia,95.4,11510942.0,10984892.0,526050.0,47093000.0,4.09,0.02,44940850.0,2152150.0,4.57
2012,colombia,95.6,11734711.0,11214863.0,519848.0,47761000.0,4.07,0.14,45645186.0,2115814.0,4.43
2013,colombia,96.5,11751140.0,11343375.0,407765.0,47827865.0,4.07,0.96,46168238.0,1659627.0,3.47
2014,colombia,96.7,11863951.0,11468881.0,395070.0,48287013.0,4.07,0.14,46679055.0,1607958.0,3.33
2015,colombia,97.0,11849803.0,11489569.0,360234.0,48228700.0,4.07,0.29,46762548.0,1466152.0,3.04
1970,costa_rica,47.3,302230.0,143076.0,159154.0,1758042.0,5.82,,832257.0,925785.0,52.66
1971,costa_rica,49.3,313268.0,154316.0,158952.0,1802710.0,5.75,1.92,888015.0,914695.0,50.74
1972,costa_rica,51.0,324751.0,165688.0,159063.0,1848163.0,5.69,1.76,942933.0,905230.0,48.98
1973,costa_rica,54.9,330857.0,181541.0,149316.0,1894821.0,5.73,3.85,1039688.0,855133.0,45.13
1974,costa_rica,55.9,351105.0,196303.0,154802.0,1941532.0,5.53,1.04,1085511.0,856021.0,44.09
1975,costa_rica,57.7,364833.0,210582.0,154251.0,1992353.0,5.46,1.81,1149986.0,842367.0,42.28
1976,costa_rica,59.3,379770.0,225090.0,154680.0,2048114.0,5.39,1.55,1213917.0,834197.0,40.73
1977,costa_rica,61.7,395760.0,244342.0,151418.0,2106889.0,5.32,2.47,1300793.0,806096.0,38.26
1978,costa_rica,64.2,412848.0,264966.0,147882.0,2169565.0,5.26,2.44,1392427.0,777138.0,35.82
1979,costa_rica,67.0,431042.0,288583.0,142459.0,2234514.0,5.18,2.77,1496007.0,738507.0,33.05
1980,costa_rica,70.6,450321.0,318107.0,132214.0,2301984.0,5.11,3.69,1626121.0,675863.0,29.36
1981,costa_rica,72.9,470646.0,343101.0,127545.0,2372045.0,5.04,2.26,1729221.0,642824.0,27.1
1982,costa_rica,74.3,491988.0,365498.0,126490.0,2443151.0,4.97,1.39,1815017.0,628134.0,25.71
1983,costa_rica,74.6,514334.0,383436.0,130898.0,2514478.0,4.89,0.26,1874543.0,639935.0,25.45
1984,costa_rica,81.6,500030.0,407824.0,92206.0,2404530.0,4.81,7.01,1961135.0,443395.0,18.44
1985,costa_rica,83.5,504188.0,420896.0,83292.0,2665985.0,5.29,1.92,2225564.0,440421.0,16.52
1986,costa_rica,84.8,528954.0,448553.0,80401.0,2746223.0,5.19,1.32,2328797.0,417426.0,15.2
1987,costa_rica,86.0,560313.0,481869.0,78444.0,2823981.0,5.04,1.2,2428624.0,395357.0,14.0
1988,costa_rica,87.2,595017.0,518855.0,76162.0,2900901.0,4.88,1.2,2529586.0,371315.0,12.8
1989,costa_rica,88.4,609678.0,539016.0,70662.0,2976989.0,4.88,1.21,2631956.0,345033.0,11.59
1990,costa_rica,90.0,641155.0,576847.0,64308.0,3050556.0,4.76,1.56,2744585.0,305971.0,10.03
1991,costa_rica,91.2,668270.0,609730.0,58540.0,3121666.0,4.67,1.27,2848208.0,273458.0,8.76
1992,costa_rica,92.4,720360.0,665613.0,54747.0,3191249.0,4.43,1.16,2948714.0,242535.0,7.6
1993,costa_rica,92.5,758932.0,702240.0,56692.0,3274971.0,4.32,0.13,3030331.0,244640.0,7.47
1994,costa_rica,92.7,794959.0,736609.0,58350.0,3372604.0,4.24,0.13,3125055.0,247549.0,7.34
1995,costa_rica,92.7,809434.0,750345.0,59089.0,3469787.0,4.29,0.04,3216493.0,253294.0,7.3
1996,costa_rica,93.0,821044.0,763407.0,57637.0,3564631.0,4.34,0.28,3314394.0,250237.0,7.02
1997,costa_rica,93.3,832653.0,776449.0,56204.0,3656519.0,4.39,0.27,3409704.0,246815.0,6.75
1998,costa_rica,94.1,873829.0,822535.0,51294.0,3747006.0,4.29,0.88,3527057.0,219949.0,5.87
1999,costa_rica,94.4,919684.0,868550.0,51134.0,3837674.0,4.17,0.31,3624299.0,213375.0,5.56
2000,costa_rica,97.1,1034893.0,1004467.0,30426.0,3925331.0,3.79,2.62,3809926.0,115405.0,2.94
2001,costa_rica,97.3,956033.0,929933.0,26100.0,4008265.0,4.19,0.21,3898839.0,109426.0,2.73
2002,costa_rica,97.5,975435.0,950952.0,24483.0,4089609.0,4.19,0.22,3986960.0,102649.0,2.51
2003,costa_rica,97.7,994545.0,971670.0,22875.0,4169730.0,4.19,0.21,4073826.0,95904.0,2.3
2004,costa_rica,97.9,1013328.0,992149.0,21179.0,4248481.0,4.19,0.21,4159688.0,88793.0,2.09
2005,costa_rica,98.1,1030467.0,1011197.0,19270.0,4273858.0,4.15,0.22,4193937.0,79921.0,1.87
2006,costa_rica,98.4,1045621.0,1028368.0,17253.0,4299234.0,4.11,0.22,4228297.0,70937.0,1.65
2007,costa_rica,98.6,1060775.0,1045606.0,15169.0,4323715.0,4.08,0.22,4261886.0,61829.0,1.43
2008,costa_rica,98.6,1084622.0,1069654.0,14968.0,4423655.0,4.08,0.05,4362609.0,61046.0,1.38
2009,costa_rica,99.0,1096935.0,1085746.0,11189.0,4481498.0,4.09,0.36,4435787.0,45711.0,1.02
2010,costa_rica,99.1,1111262.0,1101372.0,9890.0,4563538.0,4.11,0.13,4522923.0,40615.0,0.89
2011,costa_rica,99.2,1151771.0,1143018.0,8753.0,4733780.0,4.11,0.13,4697805.0,35975.0,0.76
2012,costa_rica,99.33,1168370.0,1160542.0,7828.0,4802000.0,4.11,0.09,4769827.0,32173.0,0.67
2013,costa_rica,99.38,1169422.0,1162171.0,7250.0,4806322.0,4.11,0.05,4776523.0,29799.0,0.62
2014,costa_rica,99.43,1170006.0,1163337.0,6669.0,4808725.0,4.11,0.05,4781315.0,27410.0,0.57
2015,costa_rica,99.3,1169793.0,1161605.0,8189.0,4807850.0,4.11,-0.13,4774195.0,33655.0,0.7
1970,cuba,70.82,1900657.0,1345978.0,554679.0,8490834.0,4.47,,6012908.0,2477926.0,29.18
1971,cuba,71.84,1933144.0,1388686.0,544458.0,8592534.0,4.44,1.02,6172500.0,2420034.0,28.16
1972,cuba,72.87,1966186.0,1432750.0,533436.0,8695452.0,4.42,1.03,6336333.0,2359119.0,27.13
1973,cuba,73.92,1999793.0,1478211.0,521582.0,8799603.0,4.4,1.05,6504508.0,2295095.0,26.08
1974,cuba,74.98,2033975.0,1525115.0,508860.0,8905001.0,4.38,1.06,6677147.0,2227854.0,25.02
1975,cuba,76.06,2068741.0,1573507.0,495234.0,9011662.0,4.36,1.08,6854369.0,2157293.0,23.94
1976,cuba,77.16,2104101.0,1623435.0,480666.0,9119600.0,4.33,1.1,7036296.0,2083304.0,22.84
1977,cuba,78.27,2140065.0,1674947.0,465118.0,9228832.0,4.31,1.11,7223054.0,2005778.0,21.73
1978,cuba,79.39,2176644.0,1728094.0,448550.0,9339371.0,4.29,1.12,7414768.0,1924603.0,20.61
1979,cuba,80.54,2213849.0,1782927.0,430922.0,9451234.0,4.27,1.15,7611567.0,1839667.0,19.46
1980,cuba,81.69,2251689.0,1839499.0,412190.0,9564438.0,4.25,1.15,7813590.0,1750848.0,18.31
1981,cuba,82.87,2290176.0,1897867.0,392309.0,9678997.0,4.23,1.18,8020977.0,1658020.0,17.13
1982,cuba,83.44,2335573.0,1948693.0,386880.0,9743088.0,4.17,0.57,8129177.0,1613911.0,16.56
1983,cuba,84.0,2381870.0,2000879.0,380991.0,9807603.0,4.12,0.56,8238832.0,1568771.0,16.0
1984,cuba,84.58,2429084.0,2054464.0,374620.0,9872546.0,4.06,0.58,8349975.0,1522571.0,15.42
1985,cuba,85.15,2477235.0,2109483.0,367752.0,9937918.0,4.01,0.57,8462608.0,1475310.0,14.85
1986,cuba,85.74,2526339.0,2165976.0,360363.0,10003723.0,3.96,0.59,8576768.0,1426955.0,14.26
1987,cuba,86.32,2576418.0,2223982.0,352436.0,10069965.0,3.91,0.58,8692464.0,1377501.0,13.68
1988,cuba,86.91,2627489.0,2283541.0,343948.0,10136644.0,3.86,0.59,8809720.0,1326924.0,13.09
1989,cuba,87.5,2679572.0,2344695.0,334877.0,10203765.0,3.81,0.59,8928559.0,1275206.0,12.5
1990,cuba,88.1,2732687.0,2407487.0,325200.0,10271331.0,3.76,0.6,9049004.0,1222327.0,11.9
1991,cuba,88.7,2786856.0,2471960.0,314896.0,10339344.0,3.71,0.6,9171068.0,1168276.0,11.3
1992,cuba,89.31,2842098.0,2538161.0,303937.0,10407808.0,3.66,0.61,9294786.0,1113022.0,10.69
1993,cuba,89.92,2898436.0,2606134.0,292302.0,10476725.0,3.61,0.61,9420166.0,1056559.0,10.08
1994,cuba,90.53,2955890.0,2675927.0,279963.0,10546098.0,3.57,0.61,9547239.0,998859.0,9.47
1995,cuba,91.15,3014483.0,2747589.0,266894.0,10615930.0,3.52,0.62,9676025.0,939905.0,8.85
1996,cuba,91.77,3074237.0,2821171.0,253066.0,10686225.0,3.48,0.62,9806553.0,879672.0,8.23
1997,cuba,92.39,3135176.0,2896723.0,238453.0,10756985.0,3.43,0.62,9938838.0,818147.0,7.61
1998,cuba,93.02,3197323.0,2974298.0,223025.0,10828214.0,3.39,0.63,10072906.0,755308.0,6.98
1999,cuba,93.66,3260702.0,3053951.0,206751.0,10899915.0,3.34,0.64,10208785.0,691130.0,6.34
2000,cuba,94.3,3325337.0,3135737.0,189600.0,10972090.0,3.3,0.64,10346497.0,625593.0,5.7
2001,cuba,94.94,3391253.0,3219714.0,171539.0,11044744.0,3.26,0.64,10486070.0,558674.0,5.06
2002,cuba,95.59,3458476.0,3305939.0,152537.0,11117878.0,3.21,0.65,10627521.0,490357.0,4.41
2003,cuba,95.87,3476747.0,3333079.0,143668.0,11126842.0,3.2,0.28,10667053.0,459789.0,4.13
2004,cuba,95.86,3508558.0,3363221.0,145337.0,11135813.0,3.17,-0.01,10674528.0,461285.0,4.14
2005,cuba,95.89,3537086.0,3391550.0,145536.0,11144792.0,3.15,0.03,10686231.0,458561.0,4.11
2006,cuba,95.96,3561891.0,3418143.0,143748.0,11153778.0,3.13,0.07,10703643.0,450135.0,4.04
2007,cuba,96.11,3582542.0,3443079.0,139463.0,11162771.0,3.12,0.15,10728221.0,434550.0,3.89
2008,cuba,96.33,3598620.0,3466437.0,132183.0,11171771.0,3.1,0.22,10761414.0,410357.0,3.67
2009,cuba,96.64,3609730.0,3488296.0,121434.0,11180778.0,3.1,0.31,10804648.0,376130.0,3.36
2010,cuba,97.05,3615512.0,3508736.0,106776.0,11189793.0,3.09,0.41,10859328.0,330465.0,2.95
2011,cuba,97.46,3655919.0,3563059.0,92860.0,11296790.0,3.09,0.41,11009853.0,286937.0,2.54
2012,cuba,97.8,3655340.0,3574922.0,80418.0,11295000.0,3.09,0.34,11046508.0,248492.0,2.2
2013,cuba,98.1,3667768.0,3598081.0,69688.0,11333403.0,3.09,0.3,11118068.0,215335.0,1.9
2014,cuba,98.9,3678771.0,3638305.0,40466.0,11367403.0,3.09,0.8,11242362.0,125041.0,1.1
2015,cuba,99.5,3685942.0,3667512.0,18430.0,11389560.0,3.09,0.6,11332612.0,56948.0,0.5
1970,ecuador,50.85,1200058.0,610204.0,589854.0,6569652.0,5.47,,3340528.0,3229124.0,49.15
1971,ecuador,52.9,1233156.0,652302.0,580854.0,6697111.0,5.43,2.05,3542568.0,3154543.0,47.1
1972,ecuador,53.64,1267374.0,679763.0,587611.0,6827044.0,5.39,0.74,3661723.0,3165321.0,46.36
1973,ecuador,54.36,1302703.0,708121.0,594582.0,6959497.0,5.34,0.72,3783031.0,3176466.0,45.64
1974,ecuador,55.06,1339138.0,737382.0,601756.0,7094520.0,5.3,0.7,3906521.0,3187999.0,44.94
1975,ecuador,55.75,1376675.0,767552.0,609123.0,7232163.0,5.25,0.69,4032223.0,3199940.0,44.25
1976,ecuador,56.43,1415315.0,798634.0,616681.0,7372476.0,5.21,0.68,4160141.0,3212335.0,43.57
1977,ecuador,57.09,1455060.0,830631.0,624429.0,7515512.0,5.17,0.66,4290282.0,3225230.0,42.91
1978,ecuador,57.73,1495916.0,863540.0,632376.0,7661322.0,5.12,0.64,4422613.0,3238709.0,42.27
1979,ecuador,58.35,1537891.0,897360.0,640531.0,7809962.0,5.08,0.62,4557116.0,3252846.0,41.65
1980,ecuador,58.96,1580997.0,932083.0,648914.0,7961485.0,5.04,0.61,4693725.0,3267760.0,41.04
1981,ecuador,59.56,1624746.0,967702.0,657044.0,8115948.0,5.0,0.6,4833875.0,3282073.0,40.44
1982,ecuador,60.16,1669283.0,1004206.0,665077.0,8273408.0,4.96,0.6,4977111.0,3296297.0,39.84
1983,ecuador,60.74,1714747.0,1041580.0,673167.0,8433922.0,4.92,0.58,5122974.0,3310948.0,39.26
1984,ecuador,62.23,1761271.0,1096114.0,665157.0,8597551.0,4.88,1.49,5350622.0,3246929.0,37.77
1985,ecuador,64.11,1808979.0,1159710.0,649269.0,8764355.0,4.84,1.88,5618700.0,3145655.0,35.89
1986,ecuador,66.11,1857993.0,1228314.0,629679.0,8934394.0,4.81,2.0,5906503.0,3027891.0,33.89
1987,ecuador,67.9,1908426.0,1295904.0,612522.0,9107733.0,4.77,1.79,6184546.0,2923187.0,32.1
1988,ecuador,69.09,1960387.0,1354411.0,605976.0,9284434.0,4.74,1.19,6414519.0,2869915.0,30.91
1989,ecuador,71.95,2013981.0,1449043.0,564938.0,9464564.0,4.7,2.86,6809677.0,2654887.0,28.05
1990,ecuador,74.68,2088655.0,1559822.0,528833.0,9648189.0,4.62,2.73,7205334.0,2442855.0,25.32
1991,ecuador,75.93,2148379.0,1631326.0,517053.0,9853035.0,4.59,1.25,7481693.0,2371342.0,24.07
1992,ecuador,77.21,2209811.0,1706107.0,503704.0,10062231.0,4.55,1.28,7768648.0,2293583.0,22.79
1993,ecuador,78.5,2273000.0,1784317.0,488683.0,10275868.0,4.52,1.29,8066611.0,2209257.0,21.5
1994,ecuador,79.82,2337996.0,1866112.0,471884.0,10494041.0,4.49,1.32,8376001.0,2118040.0,20.18
1995,ecuador,81.16,2404850.0,1951656.0,453194.0,10716846.0,4.46,1.34,8697256.0,2019590.0,18.85
1996,ecuador,82.52,2473615.0,2041122.0,432493.0,10944382.0,4.42,1.36,9030839.0,1913543.0,17.48
1997,ecuador,83.9,2544347.0,2134689.0,409658.0,11176748.0,4.39,1.38,9377212.0,1799536.0,16.1
1998,ecuador,85.31,2617102.0,2232545.0,384557.0,11414048.0,4.36,1.41,9736868.0,1677180.0,14.69
1999,ecuador,86.74,2691937.0,2334887.0,357050.0,11656386.0,4.33,1.43,10110320.0,1546066.0,13.26
2000,ecuador,88.19,2768912.0,2441921.0,326991.0,11903870.0,4.3,1.45,10498098.0,1405772.0,11.81
2001,ecuador,89.67,2848088.0,2553861.0,294227.0,12156608.0,4.27,1.48,10900747.0,1255861.0,10.33
2002,ecuador,90.07,2936397.0,2644850.0,291547.0,12395488.0,4.22,0.4,11164773.0,1230715.0,9.93
2003,ecuador,90.47,3027445.0,2739080.0,288365.0,12639063.0,4.17,0.4,11435189.0,1203874.0,9.53
2004,ecuador,90.88,3121315.0,2836668.0,284647.0,12887424.0,4.13,0.41,11712161.0,1175263.0,9.12
2005,ecuador,91.29,3218096.0,2937732.0,280364.0,13140665.0,4.08,0.41,11995836.0,1144829.0,8.71
2006,ecuador,91.7,3317878.0,3042398.0,275480.0,13398882.0,4.04,0.41,12286387.0,1112495.0,8.3
2007,ecuador,92.11,3420754.0,3150792.0,269962.0,13662174.0,3.99,0.41,12583971.0,1078203.0,7.89
2008,ecuador,92.52,3526820.0,3263048.0,263772.0,13930639.0,3.95,0.41,12888762.0,1041877.0,7.48
2009,ecuador,92.94,3636174.0,3379304.0,256870.0,14204379.0,3.91,0.42,13200940.0,1003439.0,7.06
2010,ecuador,93.35,3748919.0,3499701.0,249218.0,14483499.0,3.86,0.41,13520675.0,962824.0,6.65
2011,ecuador,93.76,3844195.0,3604317.0,239878.0,14688000.0,3.82,0.41,13771468.0,916532.0,6.24
2012,ecuador,94.06,3942319.0,3708145.0,234174.0,14897000.0,3.78,0.3,14012117.0,884883.0,5.94
2013,ecuador,97.04,3954146.0,3837103.0,117043.0,14941691.0,3.78,2.98,14499417.0,442274.0,2.96
2014,ecuador,97.04,4071980.0,3951449.0,120531.0,15386953.0,3.78,0.0,14931500.0,455454.0,2.96
2015,ecuador,97.18,4270995.0,4150553.0,120442.0,16144360.0,3.78,0.14,15689089.0,455271.0,2.82
1970,granada,50.03,26757.0,13386.0,13371.0,94093.0,3.52,,47073.0,47020.0,49.97
1971,granada,50.02,26777.0,13393.0,13384.0,93627.0,3.5,-0.01,46829.0,46798.0,49.98
1972,granada,50.29,26644.0,13401.0,13243.0,93162.0,3.5,0.27,46857.0,46305.0,49.7
1973,granada,50.28,26665.0,13408.0,13257.0,92701.0,3.48,-0.01,46613.0,46088.0,49.72
1974,granada,50.56,26532.0,13415.0,13117.0,92241.0,3.48,0.28,46639.0,45602.0,49.44
1975,granada,50.55,26554.0,13423.0,13131.0,91784.0,3.46,-0.01,46397.0,45387.0,49.45
1976,granada,50.83,26422.0,13430.0,12992.0,91329.0,3.46,0.28,46421.0,44908.0,49.17
1977,granada,50.81,26444.0,13437.0,13007.0,90876.0,3.44,-0.02,46177.0,44699.0,49.19
1978,granada,51.1,26313.0,13445.0,12868.0,90426.0,3.44,0.29,46204.0,44222.0,48.9
1979,granada,51.08,26336.0,13452.0,12884.0,89978.0,3.42,-0.02,45959.0,44019.0,48.92
1980,granada,51.44,26165.0,13459.0,12706.0,89532.0,3.42,0.36,46054.0,43478.0,48.56
1981,granada,51.8,25995.0,13467.0,12528.0,89088.0,3.43,0.36,46153.0,42935.0,48.19
1982,granada,51.55,26139.0,13474.0,12665.0,89718.0,3.43,-0.25,46247.0,43471.0,48.45
1983,granada,51.29,26284.0,13481.0,12803.0,90353.0,3.44,-0.26,46342.0,44011.0,48.71
1984,granada,51.04,26429.0,13489.0,12940.0,90993.0,3.44,-0.25,46442.0,44551.0,48.96
1985,granada,50.79,26575.0,13496.0,13079.0,91637.0,3.45,-0.25,46537.0,45100.0,49.22
1986,granada,50.53,26722.0,13503.0,13219.0,92285.0,3.45,-0.26,46633.0,45652.0,49.47
1987,granada,50.28,26870.0,13511.0,13359.0,92938.0,3.46,-0.25,46732.0,46206.0,49.72
1988,granada,50.03,27018.0,13518.0,13500.0,93596.0,3.46,-0.25,46829.0,46767.0,49.97
1989,granada,49.79,27167.0,13526.0,13641.0,94258.0,3.47,-0.24,46929.0,47329.0,50.21
1990,granada,49.54,27318.0,13533.0,13785.0,94925.0,3.47,-0.25,47025.0,47900.0,50.46
1991,granada,49.46,27469.0,13585.0,13884.0,95597.0,3.48,-0.08,47278.0,48319.0,50.54
1992,granada,52.46,27635.0,14497.0,13138.0,96325.0,3.49,3.0,50531.0,45794.0,47.54
1993,granada,55.64,27803.0,15470.0,12333.0,97058.0,3.49,3.18,54005.0,43053.0,44.36
1994,granada,59.02,27972.0,16507.0,11465.0,97797.0,3.5,3.38,57713.0,40084.0,40.99
1995,granada,62.6,28141.0,17615.0,10526.0,98542.0,3.5,3.58,61683.0,36859.0,37.4
1996,granada,66.39,28312.0,18797.0,9515.0,99292.0,3.51,3.79,65922.0,33370.0,33.61
1997,granada,70.42,28484.0,20058.0,8426.0,100048.0,3.51,4.03,70452.0,29596.0,29.58
1998,granada,74.69,28656.0,21404.0,7252.0,100810.0,3.52,4.27,75298.0,25512.0,25.31
1999,granada,79.22,28830.0,22840.0,5990.0,101577.0,3.52,4.53,80472.0,21105.0,20.78
2000,granada,84.03,29005.0,24372.0,4633.0,102351.0,3.53,4.81,86002.0,16349.0,15.97
